Site,Type,Treatment,Season,Day,Species
10,Short grassland,Ungrazed,Wet,1,Dichondra sericea
10,Short grassland,Ungrazed,Wet,1,Pterocaulon angustifolium
10,Short grassland,Grazed,Wet,1,Neptunia pubescens
10,Short grassland,Grazed,Wet,1,Paspalum plicatulum
10,Short grassland,Grazed,Wet,1,Dichondra sericea
10,Short grassland,Grazed,Wet,1,Steinchisma laxum
10,Short grassland,Grazed,Wet,1,Desmodium incanum
10,Short grassland,Grazed,Wet,1,Oxalis hispidula
10,Short grassland,Grazed,Wet,1,Fimbristylis dichotoma
10,Short grassland,Grazed,Wet,1,Cuphea glutinosa
10,Short grassland,Grazed,Wet,1,Pterocaulon angustifolium
10,Short grassland,Grazed,Wet,1,Evolvulus sericeus
10,Medium-tall grassland,Ungrazed,Wet,1,Oxalis hispidula
10,Medium-tall grassland,Ungrazed,Wet,1,Cuphea racemosa
10,Medium-tall grassland,Ungrazed,Wet,1,Fimbristylis dichotoma
10,Medium-tall grassland,Ungrazed,Wet,1,Kyllinga brevifolia
10,Medium-tall grassland,Ungrazed,Wet,1,Setaria parviflora
10,Medium-tall grassland,Ungrazed,Wet,1,Paspalum plicatulum
10,Medium-tall grassland,Ungrazed,Wet,1,Desmodium incanum
10,Medium-tall grassland,Ungrazed,Wet,1,Dichondra microcalyx
10,Medium-tall grassland,Ungrazed,Wet,1,Scutellaria racemosa
10,Medium-tall grassland,Ungrazed,Wet,1,Axonopus fissifolius
10,Medium-tall grassland,Ungrazed,Wet,1,Stemodia verticillata
10,Medium-tall grassland,Grazed,Wet,1,Oxalis hispidula
10,Medium-tall grassland,Grazed,Wet,1,Oxalis conorrhiza
10,Medium-tall grassland,Grazed,Wet,1,Sida spinosa
10,Medium-tall grassland,Grazed,Wet,1,Steinchisma laxum
10,Medium-tall grassland,Grazed,Wet,1,Dichondra microcalyx
10,Medium-tall grassland,Grazed,Wet,1,Desmodium incanum
10,Medium-tall grassland,Grazed,Wet,1,Evolvulus sericeus
10,Medium-tall grassland,Grazed,Wet,1,Paspalum plicatulum
10,Medium-tall grassland,Grazed,Wet,1,Paspalum almum
10,Medium-tall grassland,Grazed,Wet,1,Fimbristylis dichotoma
10,Tall grassland,Ungrazed,Wet,1,Sorghastrum setosum
10,Tall grassland,Ungrazed,Wet,1,Steinchisma laxum
10,Tall grassland,Ungrazed,Wet,1,Mikania cordifolia
10,Tall grassland,Ungrazed,Wet,1,Oxalis conorrhiza
10,Tall grassland,Ungrazed,Wet,1,Ludwigia peploides
10,Tall grassland,Ungrazed,Wet,1,Cuphea racemosa
10,Tall grassland,Ungrazed,Wet,1,Forsteronia glabrescens
10,Tall grassland,Grazed,Wet,1,Sorghastrum setosum
10,Tall grassland,Grazed,Wet,1,Chromolaena christieana
10,Tall grassland,Grazed,Wet,1,Steinchisma laxum
10,Tall grassland,Grazed,Wet,1,Oxalis conorrhiza
10,Tall grassland,Grazed,Wet,1,Desmodium incanum
10,Tall grassland,Grazed,Wet,1,Scutellaria racemosa
1,Short grassland,Ungrazed,Dry,161,Paspalum almum
1,Short grassland,Ungrazed,Dry,161,Acicarpha tribuloides
1,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
1,Short grassland,Ungrazed,Dry,161,Kyllinga vaginata
1,Short grassland,Ungrazed,Dry,161,Ludwigia peploides
1,Short grassland,Grazed,Dry,161,Paspalum almum
1,Short grassland,Grazed,Dry,161,Kyllinga brevifolia
1,Short grassland,Grazed,Dry,161,Acicarpha tribuloides
1,Short grassland,Grazed,Dry,161,Ludwigia neograndiflora
1,Short grassland,Grazed,Dry,161,Ludwigia bonariensis
1,Short grassland,Grazed,Dry,161,Axonopus fissifolius
1,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
1,Medium-tall grassland,Ungrazed,Dry,161,Axonopus fissifolius
1,Medium-tall grassland,Ungrazed,Dry,161,Kyllinga brevifolia
1,Medium-tall grassland,Ungrazed,Dry,161,Oxalis conorrhiza
1,Medium-tall grassland,Ungrazed,Dry,161,Eragrostis bahiensis
1,Medium-tall grassland,Ungrazed,Dry,161,Ludwigia bonariensis
1,Medium-tall grassland,Grazed,Dry,161,Oxalis conorrhiza
1,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
1,Medium-tall grassland,Grazed,Dry,161,Ludwigia neograndiflora
1,Medium-tall grassland,Grazed,Dry,161,Ludwigia bonariensis
1,Medium-tall grassland,Grazed,Dry,161,Hypericum lorentzianum
1,Medium-tall grassland,Grazed,Dry,161,Axonopus fissifolius
1,Medium-tall grassland,Grazed,Dry,161,Eragrostis bahiensis
1,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
1,Tall grassland,Ungrazed,Dry,161,Aristeguietia glutinosa
1,Tall grassland,Ungrazed,Dry,161,Setaria parviflora
1,Tall grassland,Ungrazed,Dry,161,Rhynchospora tenuis
1,Tall grassland,Grazed,Dry,161,Steinchisma laxum
1,Tall grassland,Grazed,Dry,161,Chascolytrum uniolae
1,Tall grassland,Grazed,Dry,161,Chromolaena christieana
1,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
1,Tall grassland,Grazed,Dry,161,Desmodium incanum
1,Tall grassland,Grazed,Dry,161,Setaria parviflora
2,Short grassland,Ungrazed,Dry,161,Kyllinga vaginata
2,Short grassland,Ungrazed,Dry,161,Acicarpha tribuloides
2,Short grassland,Ungrazed,Dry,161,Cienfuegosia
2,Short grassland,Ungrazed,Dry,161,Cynodon dactylon
2,Short grassland,Ungrazed,Dry,161,Glandularia pulchella
2,Short grassland,Ungrazed,Dry,161,Sisyrinchium minus
2,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
2,Short grassland,Ungrazed,Dry,161,Polygonum hydropiperoides
2,Short grassland,Grazed,Dry,161,Kyllinga vaginata
2,Short grassland,Grazed,Dry,161,Glandularia pulchella
2,Short grassland,Grazed,Dry,161,Stemodia stricta
2,Short grassland,Grazed,Dry,161,Scoparia montevidensis
2,Short grassland,Grazed,Dry,161,Cynodon dactylon
2,Short grassland,Grazed,Dry,161,Portulaca cryptopetala
2,Short grassland,Grazed,Dry,161,Polygonum hydropiperoides
2,Medium-tall grassland,Ungrazed,Dry,161,Acicarpha tribuloides
2,Medium-tall grassland,Ungrazed,Dry,161,Stemodia stricta
2,Medium-tall grassland,Ungrazed,Dry,161,Steinchisma laxum
2,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
2,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
2,Medium-tall grassland,Grazed,Dry,161,Plantago myosuros
2,Medium-tall grassland,Grazed,Dry,161,Steinchisma laxum
2,Medium-tall grassland,Grazed,Dry,161,Stemodia stricta
2,Medium-tall grassland,Grazed,Dry,161,Lepidium bonariense
2,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
2,Tall grassland,Ungrazed,Dry,161,Schizachyrium microstachyum
2,Tall grassland,Ungrazed,Dry,161,Indigofera asperifolia
2,Tall grassland,Ungrazed,Dry,161,Ophioglossum nudicaule
2,Tall grassland,Ungrazed,Dry,161,Oxalis hispidula
2,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
2,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
2,Tall grassland,Grazed,Dry,161,Chromolaena christieana
2,Tall grassland,Grazed,Dry,161,Ophioglossum nudicaule
3,Short grassland,Ungrazed,Dry,161,Stemodia stricta
3,Short grassland,Ungrazed,Dry,161,Paspalum almum
3,Short grassland,Ungrazed,Dry,161,Mitracarpus megapotamicus
3,Short grassland,Ungrazed,Dry,161,Aristida jubata
3,Short grassland,Ungrazed,Dry,161,Sisyrinchium minus
3,Short grassland,Ungrazed,Dry,161,Evolvulus sericeus
3,Short grassland,Ungrazed,Dry,161,Zornia crinita
3,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
3,Short grassland,Ungrazed,Dry,161,Fimbristylis dichotoma
3,Short grassland,Ungrazed,Dry,161,Melochia pyramidata
3,Short grassland,Grazed,Dry,161,Aristida jubata
3,Short grassland,Grazed,Dry,161,Sisyrinchium micranthum
3,Short grassland,Grazed,Dry,161,Stemodia stricta
3,Short grassland,Grazed,Dry,161,Evolvulus sericeus
3,Short grassland,Grazed,Dry,161,Ophioglossum nudicaule
3,Short grassland,Grazed,Dry,161,Eragrostis cilianensis
3,Short grassland,Grazed,Dry,161,Lippia turnerifolia
3,Medium-tall grassland,Ungrazed,Dry,161,Setaria parviflora
3,Medium-tall grassland,Ungrazed,Dry,161,Juncus sp.
3,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
3,Medium-tall grassland,Ungrazed,Dry,161,Eragrostis cilianensis
3,Medium-tall grassland,Ungrazed,Dry,161,Pterocaulon discolor
3,Medium-tall grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
3,Medium-tall grassland,Ungrazed,Dry,161,Sisyrinchium minus
3,Medium-tall grassland,Ungrazed,Dry,161,Eryngium nudicaule
3,Medium-tall grassland,Ungrazed,Dry,161,Stemodia stricta
3,Medium-tall grassland,Ungrazed,Dry,161,Scoparia dulcis
3,Medium-tall grassland,Ungrazed,Dry,161,Gamochaeta americana
3,Medium-tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
3,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
3,Medium-tall grassland,Grazed,Dry,161,Stemodia stricta
3,Medium-tall grassland,Grazed,Dry,161,Aristida jubata
3,Medium-tall grassland,Grazed,Dry,161,Steinchisma laxum
3,Medium-tall grassland,Grazed,Dry,161,Setaria parviflora
3,Medium-tall grassland,Grazed,Dry,161,Kyllinga vaginata
3,Medium-tall grassland,Grazed,Dry,161,Melochia pyramidata
3,Medium-tall grassland,Grazed,Dry,161,Zornia crinita
3,Medium-tall grassland,Grazed,Dry,161,Cienfuegosia
3,Medium-tall grassland,Grazed,Dry,161,Evolvulus sericeus
3,Medium-tall grassland,Grazed,Dry,161,Axonopus fissifolius
3,Medium-tall grassland,Grazed,Dry,161,Eragrostis cilianensis
3,Tall grassland,Ungrazed,Dry,161,Piriqueta suborbicularis
3,Tall grassland,Ungrazed,Dry,161,Pterocaulon polystachyum
3,Tall grassland,Ungrazed,Dry,161,Rhynchospora scutellata
3,Tall grassland,Ungrazed,Dry,161,Rottboellia cochinchinensis
3,Tall grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
3,Tall grassland,Ungrazed,Dry,161,Evolvulus sericeus
3,Tall grassland,Ungrazed,Dry,161,Glandularia pulchella
3,Tall grassland,Ungrazed,Dry,161,Mimosa balansae
3,Tall grassland,Ungrazed,Dry,161,Aspilia montevidensis
3,Tall grassland,Ungrazed,Dry,161,Poa sp.
3,Tall grassland,Grazed,Dry,161,Mimosa balansae
3,Tall grassland,Grazed,Dry,161,Rottboellia cochinchinensis
3,Tall grassland,Grazed,Dry,161,Aristida jubata
3,Tall grassland,Grazed,Dry,161,Piriqueta suborbicularis
3,Tall grassland,Grazed,Dry,161,Rhynchospora scutellata
3,Tall grassland,Grazed,Dry,161,Setaria parviflora
3,Tall grassland,Grazed,Dry,161,Evolvulus sericeus
3,Tall grassland,Grazed,Dry,161,Porophyllum ruderale
3,Tall grassland,Grazed,Dry,161,Aspilia montevidensis
4,Short grassland,Ungrazed,Dry,161,Desmodium incanum
4,Short grassland,Ungrazed,Dry,161,Trifolium sp.
4,Short grassland,Ungrazed,Dry,161,Paspalum almum
4,Short grassland,Ungrazed,Dry,161,Polygala pulchella
4,Short grassland,Ungrazed,Dry,161,Evolvulus sericeus
4,Short grassland,Ungrazed,Dry,161,Axonopus fissifolius
4,Short grassland,Ungrazed,Dry,161,Cuphea carthagenensis
4,Short grassland,Grazed,Dry,161,Nierembergia linariifolia
4,Short grassland,Grazed,Dry,161,Sisyrinchium micranthum
4,Short grassland,Grazed,Dry,161,Chascolytrum uniolae
4,Short grassland,Grazed,Dry,161,Kyllinga brevifolia
4,Short grassland,Grazed,Dry,161,Gamochaeta americana
4,Short grassland,Grazed,Dry,161,Paspalum almum
4,Short grassland,Grazed,Dry,161,Evolvulus sericeus
4,Short grassland,Grazed,Dry,161,Eleusine tristachya
4,Short grassland,Grazed,Dry,161,Indigofera asperifolia
4,Short grassland,Grazed,Dry,161,Dichondra microcalyx
4,Short grassland,Grazed,Dry,161,Trifolium sp.
4,Short grassland,Grazed,Dry,161,Axonopus fissifolius
4,Medium-tall grassland,Ungrazed,Dry,161,Rhynchospora scutellata
4,Medium-tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
4,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
4,Medium-tall grassland,Ungrazed,Dry,161,Cuphea carthagenensis
4,Medium-tall grassland,Ungrazed,Dry,161,Desmodium incanum
4,Medium-tall grassland,Ungrazed,Dry,161,Cuphea racemosa
4,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
4,Medium-tall grassland,Grazed,Dry,161,Scutellaria racemosa
4,Medium-tall grassland,Grazed,Dry,161,Cuphea glutinosa
4,Medium-tall grassland,Grazed,Dry,161,Cyclospermum leptophyllum
4,Medium-tall grassland,Grazed,Dry,161,Chascolytrum uniolae
4,Medium-tall grassland,Grazed,Dry,161,Steinchisma laxum
4,Medium-tall grassland,Grazed,Dry,161,Acicarpha tribuloides
4,Medium-tall grassland,Grazed,Dry,161,Setaria parviflora
4,Medium-tall grassland,Grazed,Dry,161,Trifolium sp.
4,Medium-tall grassland,Grazed,Dry,161,Polygala molluginifolia
4,Medium-tall grassland,Grazed,Dry,161,Kyllinga vaginata
4,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
4,Medium-tall grassland,Grazed,Dry,161,Asteracea (hoja peluda)
4,Tall grassland,Ungrazed,Dry,161,Paspalum almum
4,Tall grassland,Ungrazed,Dry,161,Fimbristylis dichotoma
4,Tall grassland,Ungrazed,Dry,161,Trifolium sp.
4,Tall grassland,Ungrazed,Dry,161,Oxalis hispidula
4,Tall grassland,Ungrazed,Dry,161,Evolvulus sericeus
4,Tall grassland,Ungrazed,Dry,161,Setaria parviflora
4,Tall grassland,Ungrazed,Dry,161,Kyllinga vaginata
4,Tall grassland,Ungrazed,Dry,161,Eupatorium inulifolium
4,Tall grassland,Ungrazed,Dry,161,Rottboellia cochinchinensis
4,Tall grassland,Ungrazed,Dry,161,Cuphea racemosa
4,Tall grassland,Ungrazed,Dry,161,Fimbristylis complanata
4,Tall grassland,Grazed,Dry,161,Eupatorium inulifolium
4,Tall grassland,Grazed,Dry,161,Scoparia dulcis
4,Tall grassland,Grazed,Dry,161,Setaria parviflora
4,Tall grassland,Grazed,Dry,161,Chascolytrum uniolae
4,Tall grassland,Grazed,Dry,161,Eragrostis bahiensis
4,Tall grassland,Grazed,Dry,161,Kyllinga vaginata
4,Tall grassland,Grazed,Dry,161,Oxalis corniculata
4,Tall grassland,Grazed,Dry,161,Paspalum almum
5,Short grassland,Ungrazed,Dry,161,Stemodia stricta
5,Short grassland,Ungrazed,Dry,161,Melochia pyramidata
5,Short grassland,Ungrazed,Dry,161,Acicarpha tribuloides
5,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
5,Short grassland,Ungrazed,Dry,161,Zornia crinita
5,Short grassland,Ungrazed,Dry,161,Polygala pulchella
5,Short grassland,Ungrazed,Dry,161,Evolvulus sericeus
5,Short grassland,Ungrazed,Dry,161,Cuphea racemosa
5,Short grassland,Ungrazed,Dry,161,Paspalum almum
5,Short grassland,Grazed,Dry,161,Glandularia pulchella
5,Short grassland,Grazed,Dry,161,Paspalum almum
5,Short grassland,Grazed,Dry,161,Cuphea carthagenensis
5,Short grassland,Grazed,Dry,161,Polygala molluginifolia
5,Short grassland,Grazed,Dry,161,Acicarpha tribuloides
5,Short grassland,Grazed,Dry,161,Stemodia stricta
5,Short grassland,Grazed,Dry,161,Sisyrinchium micranthum
5,Short grassland,Grazed,Dry,161,Eragrostis cilianensis
5,Short grassland,Grazed,Dry,161,Kyllinga vaginata
5,Short grassland,Grazed,Dry,161,Evolvulus sericeus
5,Short grassland,Grazed,Dry,161,Polygala pulchella
5,Short grassland,Grazed,Dry,161,Eryngium nudicaule
5,Short grassland,Grazed,Dry,161,Sida spinosa
5,Short grassland,Grazed,Dry,161,Gamochaeta americana
5,Short grassland,Grazed,Dry,161,Trifolium sp.
5,Short grassland,Grazed,Dry,161,Pterocaulon polystachyum
5,Medium-tall grassland,Ungrazed,Dry,161,Rhynchospora scutellata
5,Medium-tall grassland,Ungrazed,Dry,161,Steinchisma laxum
5,Medium-tall grassland,Ungrazed,Dry,161,Scoparia dulcis
5,Medium-tall grassland,Ungrazed,Dry,161,Eupatorium inulifolium
5,Medium-tall grassland,Ungrazed,Dry,161,Fimbristylis complanata
5,Medium-tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
5,Medium-tall grassland,Ungrazed,Dry,161,Evolvulus sericeus
5,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
5,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
5,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
5,Medium-tall grassland,Grazed,Dry,161,Gamochaeta americana
5,Medium-tall grassland,Grazed,Dry,161,Scoparia dulcis
5,Medium-tall grassland,Grazed,Dry,161,Melochia pyramidata
5,Medium-tall grassland,Grazed,Dry,161,Hypochaeris albiflora
5,Medium-tall grassland,Grazed,Dry,161,Eleocharis montana
5,Medium-tall grassland,Grazed,Dry,161,Cuphea racemosa
5,Medium-tall grassland,Grazed,Dry,161,Nothoscordum inodorum
5,Tall grassland,Ungrazed,Dry,161,Andropogon lateralis
5,Tall grassland,Ungrazed,Dry,161,Vernonia nitidula
5,Tall grassland,Ungrazed,Dry,161,Chromolaena laevigata
5,Tall grassland,Ungrazed,Dry,161,Cyperus virens
5,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
5,Tall grassland,Grazed,Dry,161,Nothoscordum inodorum
5,Tall grassland,Grazed,Dry,161,Andropogon lateralis
5,Tall grassland,Grazed,Dry,161,Chromolaena laevigata
6,Short grassland,Ungrazed,Dry,161,Carex trachycystis
6,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
6,Short grassland,Ungrazed,Dry,161,Eryngium nudicaule
6,Short grassland,Ungrazed,Dry,161,Trifolium polymorphum
6,Short grassland,Ungrazed,Dry,161,Acicarpha tribuloides
6,Short grassland,Ungrazed,Dry,161,Gamochaeta americana
6,Short grassland,Ungrazed,Dry,161,Hypochaeris albiflora
6,Short grassland,Ungrazed,Dry,161,Herbertia lahue
6,Short grassland,Ungrazed,Dry,161,Eleusine tristachya
6,Short grassland,Ungrazed,Dry,161,Dichondra microcalyx
6,Short grassland,Ungrazed,Dry,161,Cuphea racemosa
6,Short grassland,Ungrazed,Dry,161,Stemodia stricta
6,Short grassland,Ungrazed,Dry,161,Micropsis dasycarpa
6,Short grassland,Ungrazed,Dry,161,Pluchea sagittalis
6,Short grassland,Ungrazed,Dry,161,Axonopus fissifolius
6,Short grassland,Grazed,Dry,161,Micropsis dasycarpa
6,Short grassland,Grazed,Dry,161,Acicarpha tribuloides
6,Short grassland,Grazed,Dry,161,Paspalum almum
6,Short grassland,Grazed,Dry,161,Stemodia stricta
6,Short grassland,Grazed,Dry,161,Chascolytrum uniolae
6,Short grassland,Grazed,Dry,161,Steinchisma laxum
6,Short grassland,Grazed,Dry,161,Sisyrinchium micranthum
6,Short grassland,Grazed,Dry,161,Cuphea racemosa
6,Short grassland,Grazed,Dry,161,Trifolium sp.
6,Short grassland,Grazed,Dry,161,Plantago myosuros
6,Short grassland,Grazed,Dry,161,Gamochaeta americana
6,Short grassland,Grazed,Dry,161,Fimbristylis dichotoma
6,Short grassland,Grazed,Dry,161,Evolvulus sericeus
6,Short grassland,Grazed,Dry,161,Hypochaeris albiflora
6,Short grassland,Grazed,Dry,161,Dichondra microcalyx
6,Short grassland,Grazed,Dry,161,Scutellaria racemosa
6,Short grassland,Grazed,Dry,161,Polygala pulchella
6,Medium-tall grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
6,Medium-tall grassland,Ungrazed,Dry,161,Rhynchospora scutellata
6,Medium-tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
6,Medium-tall grassland,Ungrazed,Dry,161,Polygala molluginifolia
6,Medium-tall grassland,Ungrazed,Dry,161,Herbertia lahue
6,Medium-tall grassland,Ungrazed,Dry,161,Paspalum plicatulum
6,Medium-tall grassland,Ungrazed,Dry,161,Scoparia dulcis
6,Medium-tall grassland,Ungrazed,Dry,161,Dichondra microcalyx
6,Medium-tall grassland,Ungrazed,Dry,161,Gamochaeta americana
6,Medium-tall grassland,Ungrazed,Dry,161,Hypochaeris albiflora
6,Medium-tall grassland,Ungrazed,Dry,161,Fimbristylis dichotoma
6,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
6,Medium-tall grassland,Grazed,Dry,161,Evolvulus sericeus
6,Medium-tall grassland,Grazed,Dry,161,Acicarpha tribuloides
6,Medium-tall grassland,Grazed,Dry,161,Polygala molluginifolia
6,Medium-tall grassland,Grazed,Dry,161,Dichondra microcalyx
6,Medium-tall grassland,Grazed,Dry,161,Pterocaulon polystachyum
6,Medium-tall grassland,Grazed,Dry,161,Setaria parviflora
6,Medium-tall grassland,Grazed,Dry,161,Chascolytrum uniolae
6,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
6,Medium-tall grassland,Grazed,Dry,161,Eryngium nudicaule
6,Medium-tall grassland,Grazed,Dry,161,Ruellia morongii
6,Medium-tall grassland,Grazed,Dry,161,Cuphea carthagenensis
6,Medium-tall grassland,Grazed,Dry,161,Galium richardianum
6,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
6,Medium-tall grassland,Grazed,Dry,161,Paspalum plicatulum
6,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
6,Tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
6,Tall grassland,Ungrazed,Dry,161,Dolichandra cynanchoides
6,Tall grassland,Ungrazed,Dry,161,Desmodium incanum
6,Tall grassland,Ungrazed,Dry,161,Galium richardianum
6,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
6,Tall grassland,Ungrazed,Dry,161,Oxalis hispidula
6,Tall grassland,Grazed,Dry,161,Iresine diffusa
6,Tall grassland,Grazed,Dry,161,Centella asiatica
6,Tall grassland,Grazed,Dry,161,Dolichandra cynanchoides
6,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
6,Tall grassland,Grazed,Dry,161,Scutellaria racemosa
6,Tall grassland,Grazed,Dry,161,Eleocharis montana
6,Tall grassland,Grazed,Dry,161,Desmodium incanum
6,Tall grassland,Grazed,Dry,161,Oxalis hispidula
6,Tall grassland,Grazed,Dry,161,Paspalum almum
6,Tall grassland,Grazed,Dry,161,Cuphea racemosa
7,Short grassland,Ungrazed,Dry,161,Pluchea sagittalis
7,Short grassland,Ungrazed,Dry,161,Nassella neesiana
7,Short grassland,Ungrazed,Dry,161,Desmodium incanum
7,Short grassland,Ungrazed,Dry,161,Chascolytrum uniolae
7,Short grassland,Ungrazed,Dry,161,Eragrostis cilianensis
7,Short grassland,Ungrazed,Dry,161,Mimosa sp.
7,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
7,Short grassland,Ungrazed,Dry,161,Paspalum almum
7,Short grassland,Ungrazed,Dry,161,Evolvulus sericeus
7,Short grassland,Ungrazed,Dry,161,Sida spinosa
7,Short grassland,Ungrazed,Dry,161,Galium richardianum
7,Short grassland,Ungrazed,Dry,161,Cyclospermum leptophyllum
7,Short grassland,Ungrazed,Dry,161,Gamochaeta americana
7,Short grassland,Ungrazed,Dry,161,Dichondra microcalyx
7,Short grassland,Ungrazed,Dry,161,Pterocaulon polystachyum
7,Short grassland,Grazed,Dry,161,Sisyrinchium micranthum
7,Short grassland,Grazed,Dry,161,Cuphea racemosa
7,Short grassland,Grazed,Dry,161,Paspalum almum
7,Short grassland,Grazed,Dry,161,Desmodium incanum
7,Short grassland,Grazed,Dry,161,Axonopus fissifolius
7,Short grassland,Grazed,Dry,161,Melochia pyramidata
7,Short grassland,Grazed,Dry,161,Elephantopus mollis
7,Short grassland,Grazed,Dry,161,Plantago myosuros
7,Short grassland,Grazed,Dry,161,Gamochaeta americana
7,Medium-tall grassland,Ungrazed,Dry,161,Mikania cordifolia
7,Medium-tall grassland,Ungrazed,Dry,161,Setaria parviflora
7,Medium-tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
7,Medium-tall grassland,Ungrazed,Dry,161,Eleocharis montana
7,Medium-tall grassland,Ungrazed,Dry,161,Galium richardianum
7,Medium-tall grassland,Ungrazed,Dry,161,Verbena litoralis
7,Medium-tall grassland,Ungrazed,Dry,161,Disynaphia halimifolia
7,Medium-tall grassland,Ungrazed,Dry,161,Cuphea racemosa
7,Medium-tall grassland,Ungrazed,Dry,161,Cyclospermum leptophyllum
7,Medium-tall grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
7,Medium-tall grassland,Ungrazed,Dry,161,Araujia angustifolia
7,Medium-tall grassland,Ungrazed,Dry,161,Desmodium incanum
7,Medium-tall grassland,Ungrazed,Dry,161,Pterocaulon sp.
7,Medium-tall grassland,Ungrazed,Dry,161,Croton bonplandianus
7,Medium-tall grassland,Ungrazed,Dry,161,Elephantopus mollis
7,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
7,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
7,Medium-tall grassland,Grazed,Dry,161,Evolvulus sericeus
7,Medium-tall grassland,Grazed,Dry,161,Sida spinosa
7,Medium-tall grassland,Grazed,Dry,161,Desmodium incanum
7,Medium-tall grassland,Grazed,Dry,161,Gamochaeta americana
7,Medium-tall grassland,Grazed,Dry,161,Neptunia pubescens
7,Medium-tall grassland,Grazed,Dry,161,Chascolytrum uniolae
7,Medium-tall grassland,Grazed,Dry,161,Galium richardianum
7,Medium-tall grassland,Grazed,Dry,161,Eupatorium inulifolium
7,Medium-tall grassland,Grazed,Dry,161,Setaria parviflora
7,Medium-tall grassland,Grazed,Dry,161,Pterocaulon sp.
7,Medium-tall grassland,Grazed,Dry,161,Plantago myosuros
7,Medium-tall grassland,Grazed,Dry,161,Croton bonplandianus
7,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
7,Tall grassland,Ungrazed,Dry,161,Cissus verticillata
7,Tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
7,Tall grassland,Ungrazed,Dry,161,Phalaris angusta
7,Tall grassland,Ungrazed,Dry,161,Setaria parviflora
7,Tall grassland,Ungrazed,Dry,161,Vicia epetiolaris
7,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
7,Tall grassland,Ungrazed,Dry,161,Mikania cordifolia
7,Tall grassland,Ungrazed,Dry,161,Muehlenbeckia sagittifolia
7,Tall grassland,Ungrazed,Dry,161,Marsilea ancylopoda
7,Tall grassland,Ungrazed,Dry,161,Portulaca cryptopetala
7,Tall grassland,Ungrazed,Dry,161,Alternanthera philoxeroides
7,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
7,Tall grassland,Grazed,Dry,161,Oxalis conorrhiza
7,Tall grassland,Grazed,Dry,161,Eupatorium inulifolium
7,Tall grassland,Grazed,Dry,161,Vicia epetiolaris
7,Tall grassland,Grazed,Dry,161,Desmodium incanum
7,Tall grassland,Grazed,Dry,161,Setaria parviflora
7,Tall grassland,Grazed,Dry,161,Marsilea ancylopoda
7,Tall grassland,Grazed,Dry,161,Eleocharis montana
8,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
8,Short grassland,Ungrazed,Dry,161,Trifolium sp.
8,Short grassland,Ungrazed,Dry,161,Paspalum almum
8,Short grassland,Ungrazed,Dry,161,Polygala pulchella
