Site,Type,Treatment,Season,day,Biomass
10,Medium-tall grassland,Grazed,Dry,2,83.24854408175474
10,Medium-tall grassland,Grazed,Dry,2,138.82325534024494
10,Medium-tall grassland,Grazed,Dry,2,194.39796659873537
10,Medium-tall grassland,Grazed,Dry,2,249.97267785722556
10,Tall grassland,Ungrazed,Dry,2,638.9956566666579
10,Tall grassland,Ungrazed,Dry,2,1194.7427692515612
10,Tall grassland,Ungrazed,Dry,2,805.7197904421287
10,Tall grassland,Ungrazed,Dry,2,805.7197904421287
10,Tall grassland,Grazed,Dry,2,2083.938149387406
10,Tall grassland,Grazed,Dry,2,138.82325534024494
10,Tall grassland,Grazed,Dry,2,1028.01863547609
10,Tall grassland,Grazed,Dry,2,472.2715228911868
1,Medium-tall grassland,Ungrazed,Wet,3,972.4439242175999
1,Medium-tall grassland,Ungrazed,Wet,3,694.5703679251483
1,Medium-tall grassland,Ungrazed,Wet,3,638.9956566666579
1,Medium-tall grassland,Ungrazed,Wet,3,750.1450791836385
1,Medium-tall grassland,Grazed,Wet,3,361.1221003742062
1,Medium-tall grassland,Grazed,Wet,3,361.1221003742062
1,Medium-tall grassland,Grazed,Wet,3,472.2715228911868
1,Medium-tall grassland,Grazed,Wet,3,472.2715228911868
1,Tall grassland,Ungrazed,Wet,3,2917.5588182647607
1,Tall grassland,Ungrazed,Wet,3,1806.0645930949545
1,Tall grassland,Ungrazed,Wet,3,3473.305930849664
1,Tall grassland,Ungrazed,Wet,3,2917.5588182647607
1,Tall grassland,Grazed,Wet,3,2528.5358394553286
1,Tall grassland,Grazed,Wet,3,861.2945017006191
1,Tall grassland,Grazed,Wet,3,2361.811705679858
1,Tall grassland,Grazed,Wet,3,2917.5588182647607
2,Medium-tall grassland,Ungrazed,Wet,3,861.2945017006191
2,Medium-tall grassland,Ungrazed,Wet,3,833.5071460713739
2,Medium-tall grassland,Ungrazed,Wet,3,861.2945017006191
2,Medium-tall grassland,Ungrazed,Wet,3,750.1450791836385
2,Medium-tall grassland,Grazed,Wet,3,361.1221003742062
2,Medium-tall grassland,Grazed,Wet,3,222.18532222798058
2,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
2,Medium-tall grassland,Grazed,Wet,3,333.3347447449612
2,Tall grassland,Ungrazed,Wet,3,4140.202465951548
2,Tall grassland,Ungrazed,Wet,3,3139.8576632987224
2,Tall grassland,Ungrazed,Wet,3,1305.8921917685416
2,Tall grassland,Ungrazed,Wet,3,2417.3864169383482
2,Tall grassland,Grazed,Wet,3,2861.9841070062703
2,Tall grassland,Grazed,Wet,3,3195.432374557213
2,Tall grassland,Grazed,Wet,3,2417.3864169383482
2,Tall grassland,Grazed,Wet,3,2195.0875719043866
3,Short grassland,Ungrazed,Wet,3,361.1221003742062
3,Short grassland,Ungrazed,Wet,3,416.6968116326966
3,Short grassland,Ungrazed,Wet,3,361.1221003742062
3,Short grassland,Ungrazed,Wet,3,277.7600334864708
3,Short grassland,Grazed,Wet,3,27.67383282326432
3,Short grassland,Grazed,Wet,3,-27.900878435225877
3,Short grassland,Grazed,Wet,3,-27.900878435225877
3,Short grassland,Grazed,Wet,3,27.67383282326432
3,Medium-tall grassland,Ungrazed,Wet,3,249.97267785722556
3,Medium-tall grassland,Ungrazed,Wet,3,138.82325534024494
3,Medium-tall grassland,Ungrazed,Wet,3,194.39796659873537
3,Medium-tall grassland,Ungrazed,Wet,3,194.39796659873537
3,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
3,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
3,Medium-tall grassland,Grazed,Wet,3,194.39796659873537
3,Medium-tall grassland,Grazed,Wet,3,27.67383282326432
3,Tall grassland,Ungrazed,Wet,3,472.2715228911868
3,Tall grassland,Ungrazed,Wet,3,472.2715228911868
3,Tall grassland,Ungrazed,Wet,3,472.2715228911868
3,Tall grassland,Ungrazed,Wet,3,750.1450791836385
3,Tall grassland,Grazed,Wet,3,416.6968116326966
3,Tall grassland,Grazed,Wet,3,249.97267785722556
3,Tall grassland,Grazed,Wet,3,194.39796659873537
3,Tall grassland,Grazed,Wet,3,138.82325534024494
4,Short grassland,Ungrazed,Wet,3,805.7197904421287
4,Short grassland,Ungrazed,Wet,3,750.1450791836385
4,Short grassland,Ungrazed,Wet,3,972.4439242175999
4,Short grassland,Ungrazed,Wet,3,1028.01863547609
4,Short grassland,Grazed,Wet,3,-27.900878435225877
4,Short grassland,Grazed,Wet,3,-27.900878435225877
4,Short grassland,Grazed,Wet,3,27.67383282326432
4,Short grassland,Grazed,Wet,3,-27.900878435225877
4,Medium-tall grassland,Ungrazed,Wet,3,1139.1680579930708
4,Medium-tall grassland,Ungrazed,Wet,3,1417.0416142855224
4,Medium-tall grassland,Ungrazed,Wet,3,1250.3174805100512
4,Medium-tall grassland,Ungrazed,Wet,3,1305.8921917685416
4,Medium-tall grassland,Grazed,Wet,3,416.6968116326966
4,Medium-tall grassland,Grazed,Wet,3,527.8462341496772
4,Medium-tall grassland,Grazed,Wet,3,805.7197904421287
4,Medium-tall grassland,Grazed,Wet,3,416.6968116326966
4,Tall grassland,Ungrazed,Wet,3,1028.01863547609
4,Tall grassland,Ungrazed,Wet,3,1028.01863547609
4,Tall grassland,Ungrazed,Wet,3,1139.1680579930708
4,Tall grassland,Ungrazed,Wet,3,3195.432374557213
4,Tall grassland,Grazed,Wet,3,916.8692129591095
4,Tall grassland,Grazed,Wet,3,416.6968116326966
4,Tall grassland,Grazed,Wet,3,805.7197904421287
4,Tall grassland,Grazed,Wet,3,750.1450791836385
5,Short grassland,Ungrazed,Wet,3,750.1450791836385
5,Short grassland,Ungrazed,Wet,3,861.2945017006191
5,Short grassland,Ungrazed,Wet,3,861.2945017006191
5,Short grassland,Ungrazed,Wet,3,750.1450791836385
5,Short grassland,Grazed,Wet,3,-27.900878435225877
5,Short grassland,Grazed,Wet,3,27.67383282326432
5,Short grassland,Grazed,Wet,3,27.67383282326432
5,Short grassland,Grazed,Wet,3,27.67383282326432
5,Medium-tall grassland,Ungrazed,Wet,3,1305.8921917685416
5,Medium-tall grassland,Ungrazed,Wet,3,1028.01863547609
5,Medium-tall grassland,Ungrazed,Wet,3,694.5703679251483
5,Medium-tall grassland,Ungrazed,Wet,3,1028.01863547609
5,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
5,Medium-tall grassland,Grazed,Wet,3,249.97267785722556
5,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
5,Medium-tall grassland,Grazed,Wet,3,194.39796659873537
5,Tall grassland,Ungrazed,Wet,3,2917.5588182647607
5,Tall grassland,Ungrazed,Wet,3,3528.8806421081545
5,Tall grassland,Ungrazed,Wet,3,3417.7312195911736
5,Tall grassland,Ungrazed,Wet,3,2528.5358394553286
5,Tall grassland,Grazed,Wet,3,750.1450791836385
5,Tall grassland,Grazed,Wet,3,694.5703679251483
5,Tall grassland,Grazed,Wet,3,4918.248423570412
5,Tall grassland,Grazed,Wet,3,3084.282952040232
6,Short grassland,Ungrazed,Wet,3,694.5703679251483
6,Short grassland,Ungrazed,Wet,3,527.8462341496772
6,Short grassland,Ungrazed,Wet,3,916.8692129591095
6,Short grassland,Ungrazed,Wet,3,1083.5933467345803
6,Short grassland,Grazed,Wet,3,27.67383282326432
6,Short grassland,Grazed,Wet,3,27.67383282326432
6,Short grassland,Grazed,Wet,3,27.67383282326432
6,Short grassland,Grazed,Wet,3,-27.900878435225877
6,Medium-tall grassland,Ungrazed,Wet,3,1694.915170577974
6,Medium-tall grassland,Ungrazed,Wet,3,1528.1910368025028
6,Medium-tall grassland,Ungrazed,Wet,3,1305.8921917685416
6,Medium-tall grassland,Ungrazed,Wet,3,1694.915170577974
6,Medium-tall grassland,Grazed,Wet,3,416.6968116326966
6,Medium-tall grassland,Grazed,Wet,3,194.39796659873537
6,Medium-tall grassland,Grazed,Wet,3,861.2945017006191
6,Medium-tall grassland,Grazed,Wet,3,361.1221003742062
6,Tall grassland,Ungrazed,Wet,3,2083.938149387406
6,Tall grassland,Ungrazed,Wet,3,2806.4093957477803
6,Tall grassland,Ungrazed,Wet,3,2306.2369944213674
6,Tall grassland,Ungrazed,Wet,3,2639.6852619723095
6,Tall grassland,Grazed,Wet,3,3251.0070858157032
6,Tall grassland,Grazed,Wet,3,2472.961128196838
6,Tall grassland,Grazed,Wet,3,2639.6852619723095
6,Tall grassland,Grazed,Wet,3,3473.305930849664
7,Short grassland,Ungrazed,Wet,3,416.6968116326966
7,Short grassland,Ungrazed,Wet,3,750.1450791836385
7,Short grassland,Ungrazed,Wet,3,527.8462341496772
7,Short grassland,Ungrazed,Wet,3,249.97267785722556
7,Short grassland,Grazed,Wet,3,138.82325534024494
7,Short grassland,Grazed,Wet,3,83.24854408175474
7,Short grassland,Grazed,Wet,3,138.82325534024494
7,Short grassland,Grazed,Wet,3,194.39796659873537
7,Medium-tall grassland,Ungrazed,Wet,3,1972.7887268704253
7,Medium-tall grassland,Ungrazed,Wet,3,638.9956566666579
7,Medium-tall grassland,Ungrazed,Wet,3,1305.8921917685416
7,Medium-tall grassland,Ungrazed,Wet,3,861.2945017006191
7,Medium-tall grassland,Grazed,Wet,3,583.4209454081677
7,Medium-tall grassland,Grazed,Wet,3,194.39796659873537
7,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
7,Medium-tall grassland,Grazed,Wet,3,472.2715228911868
7,Tall grassland,Ungrazed,Wet,3,694.5703679251483
7,Tall grassland,Ungrazed,Wet,3,2306.2369944213674
7,Tall grassland,Ungrazed,Wet,3,1806.0645930949545
7,Tall grassland,Ungrazed,Wet,3,2306.2369944213674
7,Tall grassland,Grazed,Wet,3,916.8692129591095
7,Tall grassland,Grazed,Wet,3,2139.5128606458966
7,Tall grassland,Grazed,Wet,3,2528.5358394553286
7,Tall grassland,Grazed,Wet,3,583.4209454081677
8,Short grassland,Ungrazed,Wet,3,861.2945017006191
8,Short grassland,Ungrazed,Wet,3,916.8692129591095
8,Short grassland,Ungrazed,Wet,3,1139.1680579930708
8,Short grassland,Ungrazed,Wet,3,1472.6163255440129
8,Short grassland,Grazed,Wet,3,138.82325534024494
8,Short grassland,Grazed,Wet,3,138.82325534024494
8,Short grassland,Grazed,Wet,3,83.24854408175474
8,Short grassland,Grazed,Wet,3,194.39796659873537
8,Medium-tall grassland,Ungrazed,Wet,3,1417.0416142855224
8,Medium-tall grassland,Ungrazed,Wet,3,916.8692129591095
8,Medium-tall grassland,Ungrazed,Wet,3,972.4439242175999
8,Medium-tall grassland,Ungrazed,Wet,3,1250.3174805100512
8,Medium-tall grassland,Grazed,Wet,3,361.1221003742062
8,Medium-tall grassland,Grazed,Wet,3,305.547389115716
8,Medium-tall grassland,Grazed,Wet,3,249.97267785722556
8,Medium-tall grassland,Grazed,Wet,3,305.547389115716
8,Tall grassland,Ungrazed,Wet,3,4306.926599727019
8,Tall grassland,Ungrazed,Wet,3,4918.248423570412
8,Tall grassland,Ungrazed,Wet,3,2639.6852619723095
8,Tall grassland,Ungrazed,Wet,3,2750.83468448929
8,Tall grassland,Grazed,Wet,3,2806.4093957477803
8,Tall grassland,Grazed,Wet,3,1472.6163255440129
8,Tall grassland,Grazed,Wet,3,1806.0645930949545
8,Tall grassland,Grazed,Wet,3,1972.7887268704253
9,Short grassland,Ungrazed,Wet,3,750.1450791836385
9,Short grassland,Ungrazed,Wet,3,694.5703679251483
9,Short grassland,Ungrazed,Wet,3,472.2715228911868
9,Short grassland,Ungrazed,Wet,3,750.1450791836385
9,Short grassland,Grazed,Wet,3,83.24854408175474
9,Short grassland,Grazed,Wet,3,83.24854408175474
9,Short grassland,Grazed,Wet,3,55.46118845250953
9,Short grassland,Grazed,Wet,3,83.24854408175474
9,Medium-tall grassland,Ungrazed,Wet,3,1139.1680579930708
9,Medium-tall grassland,Ungrazed,Wet,3,1139.1680579930708
9,Medium-tall grassland,Ungrazed,Wet,3,1028.01863547609
9,Medium-tall grassland,Ungrazed,Wet,3,2083.938149387406
9,Medium-tall grassland,Grazed,Wet,3,194.39796659873537
9,Medium-tall grassland,Grazed,Wet,3,249.97267785722556
9,Medium-tall grassland,Grazed,Wet,3,249.97267785722556
9,Medium-tall grassland,Grazed,Wet,3,472.2715228911868
9,Tall grassland,Ungrazed,Wet,3,2528.5358394553286
9,Tall grassland,Ungrazed,Wet,3,3084.282952040232
9,Tall grassland,Ungrazed,Wet,3,3139.8576632987224
9,Tall grassland,Ungrazed,Wet,3,3640.0300646251353
9,Tall grassland,Grazed,Wet,3,1083.5933467345803
9,Tall grassland,Grazed,Wet,3,1250.3174805100512
9,Tall grassland,Grazed,Wet,3,805.7197904421287
9,Tall grassland,Grazed,Wet,3,1472.6163255440129
10,Short grassland,Ungrazed,Wet,3,750.1450791836385
10,Short grassland,Ungrazed,Wet,3,916.8692129591095
10,Short grassland,Ungrazed,Wet,3,750.1450791836385
10,Short grassland,Ungrazed,Wet,3,805.7197904421287
10,Short grassland,Grazed,Wet,3,138.82325534024494
10,Short grassland,Grazed,Wet,3,83.24854408175474
10,Short grassland,Grazed,Wet,3,27.67383282326432
10,Short grassland,Grazed,Wet,3,83.24854408175474
10,Medium-tall grassland,Ungrazed,Wet,3,1305.8921917685416
10,Medium-tall grassland,Ungrazed,Wet,3,1194.7427692515612
10,Medium-tall grassland,Ungrazed,Wet,3,1083.5933467345803
10,Medium-tall grassland,Ungrazed,Wet,3,972.4439242175999
10,Medium-tall grassland,Grazed,Wet,3,194.39796659873537
10,Medium-tall grassland,Grazed,Wet,3,138.82325534024494
10,Medium-tall grassland,Grazed,Wet,3,166.61061096949015
10,Medium-tall grassland,Grazed,Wet,3,361.1221003742062
10,Tall grassland,Ungrazed,Wet,3,1583.7657480609932
10,Tall grassland,Ungrazed,Wet,3,1861.639304353445
10,Tall grassland,Ungrazed,Wet,3,1972.7887268704253
10,Tall grassland,Ungrazed,Wet,3,2584.110550713819
10,Tall grassland,Grazed,Wet,3,916.8692129591095
10,Tall grassland,Grazed,Wet,3,1806.0645930949545
10,Tall grassland,Grazed,Wet,3,805.7197904421287
10,Tall grassland,Grazed,Wet,3,916.8692129591095
1,Medium-tall grassland,Ungrazed,Dry,4,1028.01863547609
1,Medium-tall grassland,Ungrazed,Dry,4,750.1450791836385
1,Medium-tall grassland,Ungrazed,Dry,4,972.4439242175999
1,Medium-tall grassland,Ungrazed,Dry,4,972.4439242175999
1,Medium-tall grassland,Grazed,Dry,4,27.67383282326432
1,Medium-tall grassland,Grazed,Dry,4,194.39796659873537
1,Medium-tall grassland,Grazed,Dry,4,-27.900878435225877
1,Medium-tall grassland,Grazed,Dry,4,27.67383282326432
1,Tall grassland,Ungrazed,Dry,4,2861.9841070062703
1,Tall grassland,Ungrazed,Dry,4,1694.915170577974
1,Tall grassland,Ungrazed,Dry,4,3195.432374557213
1,Tall grassland,Ungrazed,Dry,4,2917.5588182647607
1,Tall grassland,Grazed,Dry,4,1861.639304353445
1,Tall grassland,Grazed,Dry,4,861.2945017006191
1,Tall grassland,Grazed,Dry,4,2195.0875719043866
1,Tall grassland,Grazed,Dry,4,2361.811705679858
2,Medium-tall grassland,Ungrazed,Dry,4,416.6968116326966
2,Medium-tall grassland,Ungrazed,Dry,4,694.5703679251483
2,Medium-tall grassland,Ungrazed,Dry,4,750.1450791836385
2,Medium-tall grassland,Ungrazed,Dry,4,416.6968116326966
2,Medium-tall grassland,Grazed,Dry,4,-0.11352280598089237
2,Medium-tall grassland,Grazed,Dry,4,27.67383282326432
2,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
2,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
2,Tall grassland,Ungrazed,Dry,4,2528.5358394553286
2,Tall grassland,Ungrazed,Dry,4,3195.432374557213
2,Tall grassland,Ungrazed,Dry,4,805.7197904421287
2,Tall grassland,Ungrazed,Dry,4,1806.0645930949545
2,Tall grassland,Grazed,Dry,4,2472.961128196838
2,Tall grassland,Grazed,Dry,4,2917.5588182647607
2,Tall grassland,Grazed,Dry,4,2195.0875719043866
2,Tall grassland,Grazed,Dry,4,1250.3174805100512
3,Short grassland,Ungrazed,Dry,4,138.82325534024494
3,Short grassland,Ungrazed,Dry,4,249.97267785722556
3,Short grassland,Ungrazed,Dry,4,194.39796659873537
3,Short grassland,Ungrazed,Dry,4,166.61061096949015
3,Short grassland,Grazed,Dry,4,55.46118845250953
3,Short grassland,Grazed,Dry,4,-27.900878435225877
3,Short grassland,Grazed,Dry,4,-27.900878435225877
3,Short grassland,Grazed,Dry,4,27.67383282326432
3,Medium-tall grassland,Ungrazed,Dry,4,138.82325534024494
3,Medium-tall grassland,Ungrazed,Dry,4,194.39796659873537
3,Medium-tall grassland,Ungrazed,Dry,4,194.39796659873537
3,Medium-tall grassland,Ungrazed,Dry,4,166.61061096949015
3,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
3,Medium-tall grassland,Grazed,Dry,4,111.03589971099996
3,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
3,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
3,Tall grassland,Ungrazed,Dry,4,361.1221003742062
3,Tall grassland,Ungrazed,Dry,4,416.6968116326966
3,Tall grassland,Ungrazed,Dry,4,249.97267785722556
3,Tall grassland,Ungrazed,Dry,4,416.6968116326966
3,Tall grassland,Grazed,Dry,4,583.4209454081677
3,Tall grassland,Grazed,Dry,4,194.39796659873537
3,Tall grassland,Grazed,Dry,4,750.1450791836385
3,Tall grassland,Grazed,Dry,4,194.39796659873537
4,Short grassland,Ungrazed,Dry,4,472.2715228911868
4,Short grassland,Ungrazed,Dry,4,638.9956566666579
4,Short grassland,Ungrazed,Dry,4,638.9956566666579
4,Short grassland,Ungrazed,Dry,4,638.9956566666579
4,Medium-tall grassland,Ungrazed,Dry,4,750.1450791836385
4,Medium-tall grassland,Ungrazed,Dry,4,1194.7427692515612
4,Medium-tall grassland,Ungrazed,Dry,4,694.5703679251483
4,Medium-tall grassland,Ungrazed,Dry,4,638.9956566666579
4,Medium-tall grassland,Grazed,Dry,4,138.82325534024494
4,Medium-tall grassland,Grazed,Dry,4,361.1221003742062
4,Medium-tall grassland,Grazed,Dry,4,305.547389115716
4,Medium-tall grassland,Grazed,Dry,4,277.7600334864708
5,Medium-tall grassland,Ungrazed,Dry,4,861.2945017006191
5,Medium-tall grassland,Ungrazed,Dry,4,916.8692129591095
5,Medium-tall grassland,Ungrazed,Dry,4,694.5703679251483
5,Medium-tall grassland,Ungrazed,Dry,4,638.9956566666579
5,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
5,Medium-tall grassland,Grazed,Dry,4,249.97267785722556
5,Medium-tall grassland,Grazed,Dry,4,138.82325534024494
5,Medium-tall grassland,Grazed,Dry,4,194.39796659873537
5,Tall grassland,Ungrazed,Dry,4,2639.6852619723095
5,Tall grassland,Ungrazed,Dry,4,3084.282952040232
5,Tall grassland,Ungrazed,Dry,4,3028.7082407817416
5,Tall grassland,Ungrazed,Dry,4,2250.662283162877
5,Tall grassland,Grazed,Dry,4,527.8462341496772
5,Tall grassland,Grazed,Dry,4,305.547389115716
5,Tall grassland,Grazed,Dry,4,361.1221003742062
5,Tall grassland,Grazed,Dry,4,2584.110550713819
6,Short grassland,Ungrazed,Dry,4,527.8462341496772
6,Short grassland,Ungrazed,Dry,4,361.1221003742062
6,Short grassland,Ungrazed,Dry,4,638.9956566666579
6,Short grassland,Ungrazed,Dry,4,1083.5933467345803
6,Short grassland,Grazed,Dry,4,-0.11352280598089237
6,Short grassland,Grazed,Dry,4,-83.4755896937163
6,Short grassland,Grazed,Dry,4,-27.900878435225877
6,Short grassland,Grazed,Dry,4,83.24854408175474
6,Medium-tall grassland,Ungrazed,Dry,4,1305.8921917685416
6,Medium-tall grassland,Ungrazed,Dry,4,1083.5933467345803
6,Medium-tall grassland,Ungrazed,Dry,4,666.7830122959031
6,Medium-tall grassland,Ungrazed,Dry,4,805.7197904421287
6,Medium-tall grassland,Grazed,Dry,4,305.547389115716
6,Medium-tall grassland,Grazed,Dry,4,27.67383282326432
6,Medium-tall grassland,Grazed,Dry,4,638.9956566666579
6,Medium-tall grassland,Grazed,Dry,4,388.9094560034514
6,Tall grassland,Ungrazed,Dry,4,1083.5933467345803
6,Tall grassland,Ungrazed,Dry,4,2695.2599732307995
6,Tall grassland,Ungrazed,Dry,4,2306.2369944213674
6,Tall grassland,Ungrazed,Dry,4,2306.2369944213674
6,Tall grassland,Grazed,Dry,4,1750.489881836464
6,Tall grassland,Grazed,Dry,4,1139.1680579930708
6,Tall grassland,Grazed,Dry,4,2083.938149387406
6,Tall grassland,Grazed,Dry,4,2417.3864169383482
7,Short grassland,Ungrazed,Dry,4,305.547389115716
7,Short grassland,Ungrazed,Dry,4,416.6968116326966
7,Short grassland,Ungrazed,Dry,4,138.82325534024494
7,Short grassland,Ungrazed,Dry,4,111.03589971099996
7,Short grassland,Grazed,Dry,4,55.46118845250953
7,Short grassland,Grazed,Dry,4,83.24854408175474
7,Short grassland,Grazed,Dry,4,27.67383282326432
7,Short grassland,Grazed,Dry,4,-27.900878435225877
7,Medium-tall grassland,Ungrazed,Dry,4,138.82325534024494
7,Medium-tall grassland,Ungrazed,Dry,4,305.547389115716
7,Medium-tall grassland,Ungrazed,Dry,4,638.9956566666579
7,Medium-tall grassland,Ungrazed,Dry,4,138.82325534024494
7,Medium-tall grassland,Grazed,Dry,4,472.2715228911868
7,Medium-tall grassland,Grazed,Dry,4,111.03589971099996
7,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
7,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
7,Tall grassland,Grazed,Dry,4,1083.5933467345803
7,Tall grassland,Grazed,Dry,4,750.1450791836385
7,Tall grassland,Grazed,Dry,4,2139.5128606458966
7,Tall grassland,Grazed,Dry,4,27.67383282326432
8,Short grassland,Ungrazed,Dry,4,972.4439242175999
8,Short grassland,Ungrazed,Dry,4,750.1450791836385
8,Short grassland,Ungrazed,Dry,4,972.4439242175999
8,Short grassland,Ungrazed,Dry,4,972.4439242175999
8,Short grassland,Grazed,Dry,4,138.82325534024494
8,Short grassland,Grazed,Dry,4,83.24854408175474
8,Short grassland,Grazed,Dry,4,27.67383282326432
8,Short grassland,Grazed,Dry,4,138.82325534024494
8,Medium-tall grassland,Ungrazed,Dry,4,1305.8921917685416
8,Medium-tall grassland,Ungrazed,Dry,4,472.2715228911868
8,Medium-tall grassland,Ungrazed,Dry,4,472.2715228911868
8,Medium-tall grassland,Ungrazed,Dry,4,1361.466903027032
8,Medium-tall grassland,Grazed,Dry,4,111.03589971099996
8,Medium-tall grassland,Grazed,Dry,4,305.547389115716
8,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
8,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
9,Short grassland,Ungrazed,Dry,4,333.3347447449612
9,Short grassland,Ungrazed,Dry,4,750.1450791836385
9,Short grassland,Ungrazed,Dry,4,249.97267785722556
9,Short grassland,Ungrazed,Dry,4,249.97267785722556
9,Short grassland,Grazed,Dry,4,27.67383282326432
9,Short grassland,Grazed,Dry,4,-27.900878435225877
9,Short grassland,Grazed,Dry,4,27.67383282326432
9,Short grassland,Grazed,Dry,4,27.67383282326432
9,Medium-tall grassland,Ungrazed,Dry,4,638.9956566666579
9,Medium-tall grassland,Ungrazed,Dry,4,527.8462341496772
9,Medium-tall grassland,Ungrazed,Dry,4,583.4209454081677
9,Medium-tall grassland,Ungrazed,Dry,4,1305.8921917685416
9,Medium-tall grassland,Grazed,Dry,4,194.39796659873537
9,Medium-tall grassland,Grazed,Dry,4,83.24854408175474
9,Medium-tall grassland,Grazed,Dry,4,194.39796659873537
9,Medium-tall grassland,Grazed,Dry,4,277.7600334864708
9,Tall grassland,Ungrazed,Dry,4,2917.5588182647607
9,Tall grassland,Ungrazed,Dry,4,3084.282952040232
9,Tall grassland,Ungrazed,Dry,4,2973.133529523251
9,Tall grassland,Ungrazed,Dry,4,2973.133529523251
9,Tall grassland,Grazed,Dry,4,472.2715228911868
9,Tall grassland,Grazed,Dry,4,305.547389115716
9,Tall grassland,Grazed,Dry,4,305.547389115716
9,Tall grassland,Grazed,Dry,4,194.39796659873537
10,Short grassland,Ungrazed,Dry,4,361.1221003742062
10,Short grassland,Ungrazed,Dry,4,249.97267785722556
10,Short grassland,Ungrazed,Dry,4,472.2715228911868
10,Short grassland,Ungrazed,Dry,4,472.2715228911868
10,Short grassland,Grazed,Dry,4,27.67383282326432
10,Short grassland,Grazed,Dry,4,55.46118845250953
10,Short grassland,Grazed,Dry,4,27.67383282326432
10,Short grassland,Grazed,Dry,4,27.67383282326432
10,Medium-tall grassland,Ungrazed,Dry,4,805.7197904421287
10,Medium-tall grassland,Ungrazed,Dry,4,583.4209454081677
10,Medium-tall grassland,Ungrazed,Dry,4,305.547389115716
10,Medium-tall grassland,Ungrazed,Dry,4,666.7830122959031
10,Medium-tall grassland,Grazed,Dry,4,55.46118845250953
10,Medium-tall grassland,Grazed,Dry,4,27.67383282326432
10,Medium-tall grassland,Grazed,Dry,4,249.97267785722556
10,Medium-tall grassland,Grazed,Dry,4,361.1221003742062
10,Tall grassland,Ungrazed,Dry,4,527.8462341496772
10,Tall grassland,Ungrazed,Dry,4,1778.2772374657093
10,Tall grassland,Ungrazed,Dry,4,1028.01863547609
10,Tall grassland,Ungrazed,Dry,4,1250.3174805100512
10,Tall grassland,Grazed,Dry,4,750.1450791836385
10,Tall grassland,Grazed,Dry,4,1528.1910368025028
10,Tall grassland,Grazed,Dry,4,416.6968116326966
10,Tall grassland,Grazed,Dry,4,527.8462341496772
